artifact_label,artifact_scope,trade_id,strategy_name,display_name,family_label,track,source,source_subtype,task,model_name,split,direction,entry_timestamp,exit_timestamp,holding_hours,gross_return_bps,fees_usd,slippage_cost_usd,funding_pnl_usd,net_pnl_usd,net_return_bps,position_notional_usd,story_note
DEMO ONLY,Synthetic illustrative results,166,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-07-29 00:00:00+00:00,2024-07-31 16:00:00+00:00,64.0,119.87456915297926,14.0,8.0,40.45,224.74913830595852,112.37456915297926,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,167,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-07-31 00:00:00+00:00,2024-08-01 16:00:00+00:00,40.0,97.17434134318393,14.0,8.0,32.28,179.34868268636785,89.67434134318393,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,168,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-08-02 00:00:00+00:00,2024-08-06 16:00:00+00:00,112.0,-75.81638751954286,14.0,8.0,-29.99,-166.63277503908571,-83.31638751954286,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,169,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-06 00:00:00+00:00,2024-08-08 16:00:00+00:00,64.0,120.35667490132641,14.0,8.0,40.63,225.71334980265286,112.85667490132641,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,170,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-08-08 00:00:00+00:00,2024-08-09 16:00:00+00:00,40.0,82.09661162786615,14.0,8.0,26.85,149.1932232557323,74.59661162786615,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,171,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-12 00:00:00+00:00,2024-08-15 16:00:00+00:00,88.0,-46.866388453966735,14.0,8.0,-19.57,-108.73277690793347,-54.366388453966735,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,172,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-14 00:00:00+00:00,2024-08-19 16:00:00+00:00,136.0,138.56892700879882,14.0,8.0,47.18,262.13785401759765,131.06892700879882,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,173,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-16 00:00:00+00:00,2024-08-21 16:00:00+00:00,136.0,99.57758944174408,14.0,8.0,33.15,184.1551788834882,92.07758944174408,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,174,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-20 00:00:00+00:00,2024-08-23 16:00:00+00:00,88.0,120.49163854642056,14.0,8.0,40.68,225.98327709284112,112.99163854642056,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,175,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-22 00:00:00+00:00,2024-08-26 16:00:00+00:00,112.0,-76.70271057991071,14.0,8.0,-30.31,-168.40542115982143,-84.20271057991071,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,176,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-08-26 00:00:00+00:00,2024-08-29 16:00:00+00:00,88.0,-78.93510338283292,14.0,8.0,-31.12,-172.87020676566584,-86.43510338283292,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,177,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-08-28 00:00:00+00:00,2024-08-29 16:00:00+00:00,40.0,150.78257443267066,14.0,8.0,51.58,286.5651488653413,143.28257443267066,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,178,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-09-02 00:00:00+00:00,2024-09-05 16:00:00+00:00,88.0,74.05710330277437,14.0,8.0,23.96,133.11420660554873,66.55710330277437,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,179,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-09-04 00:00:00+00:00,2024-09-06 16:00:00+00:00,64.0,-27.049659571947373,14.0,8.0,-12.44,-69.09931914389475,-34.54965957194737,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,180,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-09-06 00:00:00+00:00,2024-09-11 16:00:00+00:00,136.0,114.67871748816353,14.0,8.0,38.58,214.35743497632706,107.17871748816353,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,181,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-10 00:00:00+00:00,2024-09-11 16:00:00+00:00,40.0,-46.246834609307925,14.0,8.0,-19.35,-107.49366921861585,-53.746834609307925,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,182,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-09-12 00:00:00+00:00,2024-09-13 16:00:00+00:00,40.0,122.5571452054883,14.0,8.0,41.42,230.1142904109766,115.0571452054883,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,183,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-16 00:00:00+00:00,2024-09-17 16:00:00+00:00,40.0,-115.34637997867694,14.0,8.0,-44.22,-245.69275995735387,-122.84637997867694,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,184,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-18 00:00:00+00:00,2024-09-23 16:00:00+00:00,136.0,-74.98617279075123,14.0,8.0,-29.7,-164.97234558150245,-82.48617279075123,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,185,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-20 00:00:00+00:00,2024-09-23 16:00:00+00:00,88.0,116.22452174422445,14.0,8.0,39.14,217.4490434884489,108.72452174422445,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,186,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-24 00:00:00+00:00,2024-09-27 16:00:00+00:00,88.0,-65.67661296422597,14.0,8.0,-26.34,-146.35322592845193,-73.17661296422597,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,187,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-09-26 00:00:00+00:00,2024-09-27 16:00:00+00:00,40.0,81.94266090698723,14.0,8.0,26.8,148.88532181397446,74.44266090698723,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,188,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-09-30 00:00:00+00:00,2024-10-03 16:00:00+00:00,88.0,-102.53995633227791,14.0,8.0,-39.61,-220.0799126645558,-110.03995633227791,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,189,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-02 00:00:00+00:00,2024-10-03 16:00:00+00:00,40.0,-133.0819200307506,14.0,8.0,-50.61,-281.1638400615012,-140.5819200307506,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,190,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-04 00:00:00+00:00,2024-10-08 16:00:00+00:00,112.0,-47.4665748664609,14.0,8.0,-19.79,-109.9331497329218,-54.9665748664609,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,191,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-08 00:00:00+00:00,2024-10-10 16:00:00+00:00,64.0,122.52497799561867,14.0,8.0,41.41,230.04995599123734,115.02497799561867,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,192,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-10 00:00:00+00:00,2024-10-15 16:00:00+00:00,136.0,105.08691007948471,14.0,8.0,35.13,195.17382015896942,97.58691007948471,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,193,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-14 00:00:00+00:00,2024-10-15 16:00:00+00:00,40.0,-48.2545551009158,14.0,8.0,-20.07,-111.5091102018316,-55.7545551009158,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,194,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-16 00:00:00+00:00,2024-10-17 16:00:00+00:00,40.0,-127.66689345084924,14.0,8.0,-48.66,-270.3337869016985,-135.16689345084924,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,195,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-18 00:00:00+00:00,2024-10-21 16:00:00+00:00,88.0,98.60435302801038,14.0,8.0,32.8,182.20870605602076,91.10435302801038,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,196,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-22 00:00:00+00:00,2024-10-25 16:00:00+00:00,88.0,91.02759544078525,14.0,8.0,30.07,167.0551908815705,83.52759544078525,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,197,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-24 00:00:00+00:00,2024-10-29 16:00:00+00:00,136.0,-80.08014901627323,14.0,8.0,-31.53,-175.16029803254645,-87.58014901627323,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,198,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-10-28 00:00:00+00:00,2024-10-30 16:00:00+00:00,64.0,137.75519607267915,14.0,8.0,46.89,260.5103921453583,130.25519607267915,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,199,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-10-31 00:00:00+00:00,2024-11-01 16:00:00+00:00,40.0,86.4252801589176,14.0,8.0,28.41,157.85056031783517,78.9252801589176,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,200,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-11-04 00:00:00+00:00,2024-11-05 16:00:00+00:00,40.0,118.16158660292231,14.0,8.0,39.84,221.32317320584465,110.66158660292231,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,201,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-11-06 00:00:00+00:00,2024-11-11 16:00:00+00:00,136.0,165.73344755308884,14.0,8.0,56.96,316.4668951061777,158.23344755308884,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,202,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-11-08 00:00:00+00:00,2024-11-13 16:00:00+00:00,136.0,-98.83386266245834,14.0,8.0,-38.28,-212.6677253249167,-106.33386266245834,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,203,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-11-12 00:00:00+00:00,2024-11-15 16:00:00+00:00,88.0,139.46250370669424,14.0,8.0,47.51,263.92500741338847,131.96250370669424,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,204,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-11-14 00:00:00+00:00,2024-11-19 16:00:00+00:00,136.0,-58.778269135931865,14.0,8.0,-23.86,-132.55653827186373,-66.27826913593186,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,205,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-11-18 00:00:00+00:00,2024-11-20 16:00:00+00:00,64.0,-70.6232634976841,14.0,8.0,-28.12,-156.2465269953682,-78.1232634976841,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,206,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-11-20 00:00:00+00:00,2024-11-25 16:00:00+00:00,136.0,-84.4727780487915,14.0,8.0,-33.11,-183.945556097583,-91.9727780487915,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,207,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-11-22 00:00:00+00:00,2024-11-26 16:00:00+00:00,112.0,119.6853218052572,14.0,8.0,40.39,224.37064361051443,112.1853218052572,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,208,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-11-26 00:00:00+00:00,2024-11-28 16:00:00+00:00,64.0,-36.204106482978766,14.0,8.0,-15.73,-87.40821296595753,-43.704106482978766,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,209,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-11-28 00:00:00+00:00,2024-11-29 16:00:00+00:00,40.0,129.14713415574494,14.0,8.0,43.79,243.29426831148987,121.64713415574494,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,210,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-02 00:00:00+00:00,2024-12-04 16:00:00+00:00,64.0,-53.608296614615874,14.0,8.0,-22.0,-122.21659322923176,-61.108296614615874,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,211,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-12-04 00:00:00+00:00,2024-12-05 16:00:00+00:00,40.0,-65.71354433144636,14.0,8.0,-26.36,-146.42708866289271,-73.21354433144636,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,212,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-06 00:00:00+00:00,2024-12-09 16:00:00+00:00,88.0,116.12110059614645,14.0,8.0,39.1,217.2422011922929,108.62110059614645,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,213,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-10 00:00:00+00:00,2024-12-12 16:00:00+00:00,64.0,64.9597782475447,14.0,8.0,20.69,114.91955649508942,57.45977824754471,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,214,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-12 00:00:00+00:00,2024-12-17 16:00:00+00:00,136.0,-27.75320687533018,14.0,8.0,-12.69,-70.50641375066036,-35.25320687533018,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,215,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-16 00:00:00+00:00,2024-12-17 16:00:00+00:00,40.0,90.69873996673338,14.0,8.0,29.95,166.39747993346674,83.19873996673338,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,216,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-12-18 00:00:00+00:00,2024-12-20 16:00:00+00:00,64.0,-51.30259826495681,14.0,8.0,-21.17,-117.60519652991363,-58.80259826495681,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,217,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,long_perp_short_spot,2024-12-20 00:00:00+00:00,2024-12-24 16:00:00+00:00,112.0,113.68357262318148,14.0,8.0,38.23,212.36714524636298,106.18357262318148,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
DEMO ONLY,Synthetic illustrative results,218,lstm_gross__rolling_top_decile_abs,Exploratory LSTM Gross,Exploratory Deep Learning,exploratory,exploratory_dl,deep_learning_showcase,regression,lstm,test,short_perp_long_spot,2024-12-24 00:00:00+00:00,2024-12-27 16:00:00+00:00,88.0,92.01551503585496,14.0,8.0,30.43,169.03103007170992,84.51551503585496,20000.0,"More active than the strict track, with stronger upside but clearly rougher path behavior."
