feature,importance_mean,importance_std,abs_importance_mean
spot_realized_vol_8h,0.0,0.0,0.0
spot_realized_vol_72h,0.0,0.0,0.0
spot_realized_vol_24h,0.0,0.0,0.0
spot_realized_vol_168h,0.0,0.0,0.0
spot_dollar_volume_raw,0.0,0.0,0.0
spot_close_was_missing,0.0,0.0,0.0
spot_close,0.0,0.0,0.0
spot_abs_return_1h,0.0,0.0,0.0
shock_regime,0.0,0.0,0.0
positive_funding_regime,0.0,0.0,0.0
perp_volume_raw,0.0,0.0,0.0
perp_volume_ratio_8h,0.0,0.0,0.0
perp_volume_ratio_72h,0.0,0.0,0.0
perp_volume_ratio_24h,0.0,0.0,0.0
perp_volume_ratio_168h,0.0,0.0,0.0
spread_zscore_168h__missing,0.0,0.0,0.0
