artifact_label,artifact_scope,trade_id,strategy_name,display_name,family_label,track,source,source_subtype,task,model_name,split,direction,entry_timestamp,exit_timestamp,holding_hours,gross_return_bps,fees_usd,slippage_cost_usd,funding_pnl_usd,net_pnl_usd,net_return_bps,position_notional_usd,story_note
SHOWCASE,Showcase results,13,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-03-03 00:00:00+00:00,2023-03-07 16:00:00+00:00,112.0,60.8313233240465,14.0,8.0,19.2,106.66264664809299,53.3313233240465,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,14,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-03-09 00:00:00+00:00,2023-03-15 16:00:00+00:00,160.0,59.05777625302516,14.0,8.0,18.56,103.11555250605032,51.55777625302516,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,15,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-03-15 00:00:00+00:00,2023-03-20 16:00:00+00:00,136.0,-21.988827836338967,14.0,8.0,-10.62,-58.97765567267794,-29.488827836338967,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,16,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-03-20 00:00:00+00:00,2023-03-21 16:00:00+00:00,40.0,-44.43285676863624,14.0,8.0,-18.7,-103.86571353727248,-51.93285676863624,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,17,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-03-24 00:00:00+00:00,2023-03-27 16:00:00+00:00,88.0,50.94699752297861,14.0,8.0,15.64,86.89399504595724,43.44699752297861,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,18,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-03-30 00:00:00+00:00,2023-03-31 16:00:00+00:00,40.0,-34.699664752092296,14.0,8.0,-15.19,-84.3993295041846,-42.199664752092296,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,19,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-04-05 00:00:00+00:00,2023-04-07 16:00:00+00:00,64.0,63.01441678877051,14.0,8.0,19.99,111.02883357754102,55.51441678877051,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,20,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-04-10 00:00:00+00:00,2023-04-14 16:00:00+00:00,112.0,77.2372791361216,14.0,8.0,25.11,139.4745582722432,69.7372791361216,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,21,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-04-14 00:00:00+00:00,2023-04-20 16:00:00+00:00,160.0,29.048589324729722,14.0,8.0,7.76,43.097178649459444,21.548589324729722,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,22,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-04-20 00:00:00+00:00,2023-04-21 16:00:00+00:00,40.0,-24.496311797504447,14.0,8.0,-11.52,-63.992623595008894,-31.996311797504447,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,23,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-04-25 00:00:00+00:00,2023-04-28 16:00:00+00:00,88.0,-22.372722270456496,14.0,8.0,-10.75,-59.74544454091299,-29.872722270456496,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,24,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-05-01 00:00:00+00:00,2023-05-02 16:00:00+00:00,40.0,-36.581581705988775,14.0,8.0,-15.87,-88.16316341197755,-44.081581705988775,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,25,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-05-05 00:00:00+00:00,2023-05-11 16:00:00+00:00,160.0,-19.22777430002713,14.0,8.0,-9.62,-53.45554860005426,-26.72777430002713,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,26,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-05-11 00:00:00+00:00,2023-05-16 16:00:00+00:00,136.0,-34.23381235436754,14.0,8.0,-15.02,-83.46762470873507,-41.73381235436754,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,27,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-05-16 00:00:00+00:00,2023-05-17 16:00:00+00:00,40.0,59.71400178865895,14.0,8.0,18.8,104.4280035773179,52.21400178865895,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,28,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-05-22 00:00:00+00:00,2023-05-26 16:00:00+00:00,112.0,-23.585227601394614,14.0,8.0,-11.19,-62.17045520278923,-31.085227601394614,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,29,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-05-26 00:00:00+00:00,2023-06-01 16:00:00+00:00,160.0,46.79538145402361,14.0,8.0,14.15,78.59076290804722,39.29538145402361,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,30,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-06-01 00:00:00+00:00,2023-06-05 16:00:00+00:00,112.0,-38.49512058880679,14.0,8.0,-16.56,-91.99024117761358,-45.99512058880679,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,31,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-06-06 00:00:00+00:00,2023-06-07 16:00:00+00:00,40.0,37.57813021849752,14.0,8.0,10.83,60.156260436995034,30.078130218497517,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,32,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-06-12 00:00:00+00:00,2023-06-16 16:00:00+00:00,112.0,56.04466960099248,14.0,8.0,17.48,97.08933920198494,48.54466960099248,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,33,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-06-16 00:00:00+00:00,2023-06-22 16:00:00+00:00,160.0,57.23493196735245,14.0,8.0,17.9,99.4698639347049,49.73493196735245,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,34,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-06-21 00:00:00+00:00,2023-06-27 16:00:00+00:00,160.0,70.05999036231356,14.0,8.0,22.52,125.1199807246271,62.55999036231355,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,35,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-06-27 00:00:00+00:00,2023-06-28 16:00:00+00:00,40.0,-40.336771297690014,14.0,8.0,-17.22,-95.67354259538003,-47.836771297690014,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,36,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-07-03 00:00:00+00:00,2023-07-06 16:00:00+00:00,88.0,-28.143905949562708,14.0,8.0,-12.83,-71.28781189912542,-35.64390594956271,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,37,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-07-07 00:00:00+00:00,2023-07-10 16:00:00+00:00,88.0,63.804114525830144,14.0,8.0,20.27,112.60822905166029,56.304114525830144,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,38,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-07-12 00:00:00+00:00,2023-07-17 16:00:00+00:00,136.0,-50.59160809729175,14.0,8.0,-20.91,-116.18321619458351,-58.09160809729175,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,39,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-07-18 00:00:00+00:00,2023-07-20 16:00:00+00:00,64.0,-41.098383059957996,14.0,8.0,-17.5,-97.196766119916,-48.598383059957996,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,40,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-07-24 00:00:00+00:00,2023-07-26 16:00:00+00:00,64.0,35.868151739027276,14.0,8.0,10.21,56.73630347805455,28.368151739027276,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,41,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-07-27 00:00:00+00:00,2023-08-02 16:00:00+00:00,160.0,-49.870913418312256,14.0,8.0,-20.65,-114.74182683662451,-57.370913418312256,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,42,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-08-02 00:00:00+00:00,2023-08-07 16:00:00+00:00,136.0,-24.907967471764778,14.0,8.0,-11.67,-64.81593494352956,-32.40796747176478,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,43,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-08-08 00:00:00+00:00,2023-08-11 16:00:00+00:00,88.0,-24.021367626744638,14.0,8.0,-11.35,-63.042735253489276,-31.521367626744638,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,44,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-08-14 00:00:00+00:00,2023-08-16 16:00:00+00:00,64.0,24.86964680556065,14.0,8.0,6.25,34.7392936111213,17.36964680556065,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,45,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-08-17 00:00:00+00:00,2023-08-21 16:00:00+00:00,112.0,63.85307338037698,14.0,8.0,20.29,112.70614676075397,56.35307338037698,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,46,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-08-23 00:00:00+00:00,2023-08-24 16:00:00+00:00,40.0,-34.69377191784423,14.0,8.0,-15.19,-84.38754383568846,-42.19377191784423,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,47,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-08-29 00:00:00+00:00,2023-09-01 16:00:00+00:00,88.0,40.06993292210194,14.0,8.0,11.73,65.13986584420388,32.56993292210194,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,48,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-09-04 00:00:00+00:00,2023-09-06 16:00:00+00:00,64.0,-24.1203955987459,14.0,8.0,-11.38,-63.2407911974918,-31.6203955987459,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,49,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-09-07 00:00:00+00:00,2023-09-12 16:00:00+00:00,136.0,-28.594709434070538,14.0,8.0,-12.99,-72.18941886814108,-36.09470943407054,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,50,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-09-13 00:00:00+00:00,2023-09-15 16:00:00+00:00,64.0,57.51534013735337,14.0,8.0,18.01,100.03068027470674,50.01534013735337,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,51,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-09-19 00:00:00+00:00,2023-09-25 16:00:00+00:00,160.0,-27.531615994609943,14.0,8.0,-12.61,-70.06323198921989,-35.03161599460994,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,52,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-09-22 00:00:00+00:00,2023-09-27 16:00:00+00:00,136.0,45.95424455975514,14.0,8.0,13.84,76.90848911951028,38.45424455975514,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,53,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-09-28 00:00:00+00:00,2023-10-03 16:00:00+00:00,136.0,68.78576526093727,14.0,8.0,22.06,122.57153052187454,61.28576526093727,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,54,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-10-04 00:00:00+00:00,2023-10-10 16:00:00+00:00,160.0,56.964364760953025,14.0,8.0,17.81,98.92872952190605,49.464364760953025,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,55,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-10-10 00:00:00+00:00,2023-10-13 16:00:00+00:00,88.0,49.55562557827633,14.0,8.0,15.14,84.11125115655265,42.05562557827633,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,56,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-10-13 00:00:00+00:00,2023-10-16 16:00:00+00:00,88.0,-15.916954114410146,14.0,8.0,-8.43,-46.83390822882029,-23.416954114410146,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,57,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-10-19 00:00:00+00:00,2023-10-25 16:00:00+00:00,160.0,-30.889756026074068,14.0,8.0,-13.82,-76.77951205214814,-38.38975602607407,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,58,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-10-25 00:00:00+00:00,2023-10-30 16:00:00+00:00,136.0,61.96564961624542,14.0,8.0,19.61,108.93129923249084,54.46564961624542,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,59,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-10-31 00:00:00+00:00,2023-11-01 16:00:00+00:00,40.0,63.105175391460975,14.0,8.0,20.02,111.21035078292195,55.605175391460975,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,60,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-03 00:00:00+00:00,2023-11-07 16:00:00+00:00,112.0,-54.622309718104596,14.0,8.0,-22.36,-124.24461943620919,-62.122309718104596,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,61,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-09 00:00:00+00:00,2023-11-14 16:00:00+00:00,136.0,-23.998552446632704,14.0,8.0,-11.34,-62.99710489326541,-31.498552446632704,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,62,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-15 00:00:00+00:00,2023-11-16 16:00:00+00:00,40.0,-50.19870736417686,14.0,8.0,-20.77,-115.39741472835372,-57.69870736417686,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,63,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-20 00:00:00+00:00,2023-11-22 16:00:00+00:00,64.0,-30.55777435133367,14.0,8.0,-13.7,-76.11554870266734,-38.05777435133367,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,64,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-24 00:00:00+00:00,2023-11-29 16:00:00+00:00,136.0,42.784461605389986,14.0,8.0,12.7,70.56892321077997,35.284461605389986,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,65,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-11-30 00:00:00+00:00,2023-12-05 16:00:00+00:00,136.0,55.056864782670765,14.0,8.0,17.12,95.11372956534153,47.556864782670765,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,66,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-12-06 00:00:00+00:00,2023-12-12 16:00:00+00:00,160.0,52.253207205265184,14.0,8.0,16.11,89.50641441053037,44.753207205265184,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,67,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-12-11 00:00:00+00:00,2023-12-15 16:00:00+00:00,112.0,64.94443583097501,14.0,8.0,20.68,114.88887166195002,57.44443583097501,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,68,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-12-15 00:00:00+00:00,2023-12-19 16:00:00+00:00,112.0,49.344327885324624,14.0,8.0,15.06,83.68865577064925,41.844327885324624,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,69,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,long_perp_short_spot,2023-12-21 00:00:00+00:00,2023-12-27 16:00:00+00:00,160.0,32.70192837328632,14.0,8.0,9.07,50.40385674657264,25.20192837328632,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
SHOWCASE,Showcase results,70,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,train,short_perp_long_spot,2023-12-27 00:00:00+00:00,2023-12-29 16:00:00+00:00,64.0,-17.683315637206142,14.0,8.0,-9.07,-50.36663127441229,-25.183315637206142,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
