artifact_label,artifact_scope,trade_id,strategy_name,display_name,family_label,track,source,source_subtype,task,model_name,split,direction,entry_timestamp,exit_timestamp,holding_hours,gross_return_bps,fees_usd,slippage_cost_usd,funding_pnl_usd,net_pnl_usd,net_return_bps,position_notional_usd,story_note
DEMO ONLY,Synthetic illustrative results,109,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-08-27 00:00:00+00:00,2024-08-28 16:00:00+00:00,40.0,-18.865803560709175,14.0,8.0,-9.49,-52.73160712141835,-26.365803560709175,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,110,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-09-03 00:00:00+00:00,2024-09-04 16:00:00+00:00,40.0,-62.31340362501177,14.0,8.0,-25.13,-139.62680725002355,-69.81340362501177,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,111,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-09-09 00:00:00+00:00,2024-09-12 16:00:00+00:00,88.0,64.98097666416366,14.0,8.0,20.69,114.96195332832733,57.48097666416366,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,112,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-09-13 00:00:00+00:00,2024-09-17 16:00:00+00:00,112.0,59.54358363699753,14.0,8.0,18.74,104.08716727399508,52.04358363699753,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,113,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-09-19 00:00:00+00:00,2024-09-23 16:00:00+00:00,112.0,68.77348479967202,14.0,8.0,22.06,122.54696959934404,61.27348479967202,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,114,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-09-25 00:00:00+00:00,2024-09-26 16:00:00+00:00,40.0,-27.857033255924406,14.0,8.0,-12.73,-70.71406651184881,-35.35703325592441,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,115,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-10-01 00:00:00+00:00,2024-10-03 16:00:00+00:00,64.0,48.925617780852214,14.0,8.0,14.91,82.85123556170443,41.425617780852214,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,116,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-10-08 00:00:00+00:00,2024-10-10 16:00:00+00:00,64.0,45.83634013601394,14.0,8.0,13.8,76.67268027202788,38.33634013601394,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,117,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-10-14 00:00:00+00:00,2024-10-18 16:00:00+00:00,112.0,-34.412482545389565,14.0,8.0,-15.09,-83.82496509077913,-41.912482545389565,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,118,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-10-18 00:00:00+00:00,2024-10-23 16:00:00+00:00,136.0,54.75496812734549,14.0,8.0,17.01,94.50993625469098,47.25496812734549,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,119,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-10-24 00:00:00+00:00,2024-10-29 16:00:00+00:00,136.0,59.80680683403691,14.0,8.0,18.83,104.61361366807382,52.30680683403691,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,120,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-10-30 00:00:00+00:00,2024-11-04 16:00:00+00:00,136.0,52.58997604543255,14.0,8.0,16.23,90.1799520908651,45.08997604543255,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,121,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-11-06 00:00:00+00:00,2024-11-08 16:00:00+00:00,64.0,57.00355776644991,14.0,8.0,17.82,99.0071155328998,49.50355776644991,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,122,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-11-12 00:00:00+00:00,2024-11-15 16:00:00+00:00,88.0,44.15237098967726,14.0,8.0,13.19,73.30474197935452,36.65237098967726,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,123,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-11-18 00:00:00+00:00,2024-11-20 16:00:00+00:00,64.0,61.77490376922804,14.0,8.0,19.54,108.54980753845608,54.27490376922804,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,124,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-11-22 00:00:00+00:00,2024-11-27 16:00:00+00:00,136.0,-9.303582423702565,14.0,8.0,-6.05,-33.60716484740513,-16.803582423702565,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,125,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-11-28 00:00:00+00:00,2024-11-29 16:00:00+00:00,40.0,36.10576833104248,14.0,8.0,10.3,57.21153666208497,28.605768331042484,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,126,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2024-12-04 00:00:00+00:00,2024-12-05 16:00:00+00:00,40.0,-22.472084507904736,14.0,8.0,-10.79,-59.94416901580947,-29.972084507904736,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,127,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-12-11 00:00:00+00:00,2024-12-12 16:00:00+00:00,40.0,-16.298487613917587,14.0,8.0,-8.57,-47.59697522783517,-23.798487613917587,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,128,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-12-17 00:00:00+00:00,2024-12-20 16:00:00+00:00,88.0,42.38035260978405,14.0,8.0,12.56,69.7607052195681,34.88035260978405,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,129,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-12-23 00:00:00+00:00,2024-12-24 16:00:00+00:00,40.0,-26.284239927719412,14.0,8.0,-12.16,-67.56847985543882,-33.78423992771941,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,130,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2024-12-27 00:00:00+00:00,2024-12-31 16:00:00+00:00,112.0,-22.5387865703689,14.0,8.0,-10.81,-60.0775731407378,-30.0387865703689,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,131,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-01-02 00:00:00+00:00,2025-01-08 16:00:00+00:00,160.0,51.70572320697769,14.0,8.0,15.91,88.41144641395537,44.20572320697769,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,132,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-01-09 00:00:00+00:00,2025-01-10 16:00:00+00:00,40.0,-19.523088076130822,14.0,8.0,-9.73,-54.04617615226165,-27.023088076130822,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,133,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-01-15 00:00:00+00:00,2025-01-21 16:00:00+00:00,160.0,47.285551503309854,14.0,8.0,14.32,79.57110300661971,39.785551503309854,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,134,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-01-21 00:00:00+00:00,2025-01-23 16:00:00+00:00,64.0,64.3655208628531,14.0,8.0,20.47,113.7310417257062,56.8655208628531,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,135,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-01-27 00:00:00+00:00,2025-01-29 16:00:00+00:00,64.0,58.89087065371634,14.0,8.0,18.5,102.78174130743268,51.39087065371634,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,136,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-01-31 00:00:00+00:00,2025-02-03 16:00:00+00:00,88.0,55.51478214012061,14.0,8.0,17.29,96.02956428024123,48.01478214012061,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,137,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-02-06 00:00:00+00:00,2025-02-07 16:00:00+00:00,40.0,-32.35696736973595,14.0,8.0,-14.35,-79.7139347394719,-39.85696736973595,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,138,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-02-13 00:00:00+00:00,2025-02-19 16:00:00+00:00,160.0,61.76537994364856,14.0,8.0,19.54,108.53075988729714,54.26537994364856,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,139,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-02-19 00:00:00+00:00,2025-02-25 16:00:00+00:00,160.0,-27.08067075000139,14.0,8.0,-12.45,-69.16134150000278,-34.58067075000139,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,140,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-02-25 00:00:00+00:00,2025-03-03 16:00:00+00:00,160.0,34.351395112393064,14.0,8.0,9.67,53.702790224786135,26.851395112393064,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,141,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-03-03 00:00:00+00:00,2025-03-05 16:00:00+00:00,64.0,-33.867860570426714,14.0,8.0,-14.89,-82.73572114085344,-41.367860570426714,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,142,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-03-07 00:00:00+00:00,2025-03-13 16:00:00+00:00,160.0,-18.854015446290784,14.0,8.0,-9.49,-52.70803089258157,-26.354015446290784,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,143,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-03-14 00:00:00+00:00,2025-03-20 16:00:00+00:00,160.0,-23.849286174644206,14.0,8.0,-11.29,-62.69857234928841,-31.349286174644206,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,144,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-03-20 00:00:00+00:00,2025-03-25 16:00:00+00:00,136.0,-15.902352845500989,14.0,8.0,-8.42,-46.80470569100198,-23.40235284550099,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,145,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-03-26 00:00:00+00:00,2025-03-27 16:00:00+00:00,40.0,-39.06867369976604,14.0,8.0,-16.76,-93.13734739953208,-46.56867369976604,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,146,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-04-01 00:00:00+00:00,2025-04-03 16:00:00+00:00,64.0,47.50665038015219,14.0,8.0,14.4,80.01330076030438,40.00665038015219,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,147,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-04-07 00:00:00+00:00,2025-04-08 16:00:00+00:00,40.0,42.51465585184068,14.0,8.0,12.61,70.02931170368136,35.01465585184068,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,148,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-04-11 00:00:00+00:00,2025-04-15 16:00:00+00:00,112.0,-17.265141115974664,14.0,8.0,-8.92,-49.53028223194933,-24.765141115974664,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,149,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-04-18 00:00:00+00:00,2025-04-22 16:00:00+00:00,112.0,-37.35334750488364,14.0,8.0,-16.15,-89.70669500976727,-44.85334750488364,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,150,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-04-24 00:00:00+00:00,2025-04-25 16:00:00+00:00,40.0,-9.498468902570512,14.0,8.0,-6.12,-33.99693780514102,-16.99846890257051,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,151,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-04-30 00:00:00+00:00,2025-05-01 16:00:00+00:00,40.0,63.85689689406516,14.0,8.0,20.29,112.7137937881303,56.35689689406516,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,152,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-05-06 00:00:00+00:00,2025-05-12 16:00:00+00:00,160.0,56.63639458329299,14.0,8.0,17.69,98.27278916658598,49.13639458329299,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,153,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-05-12 00:00:00+00:00,2025-05-13 16:00:00+00:00,40.0,-25.81508178556235,14.0,8.0,-11.99,-66.6301635711247,-33.31508178556235,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,154,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-05-19 00:00:00+00:00,2025-05-21 16:00:00+00:00,64.0,-48.48539979876711,14.0,8.0,-20.15,-111.97079959753422,-55.98539979876711,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,155,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-05-23 00:00:00+00:00,2025-05-27 16:00:00+00:00,112.0,59.9172780466666,14.0,8.0,18.87,104.8345560933332,52.4172780466666,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,156,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-05-29 00:00:00+00:00,2025-05-30 16:00:00+00:00,40.0,44.424824376962945,14.0,8.0,13.29,73.84964875392589,36.924824376962945,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,157,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-06-04 00:00:00+00:00,2025-06-10 16:00:00+00:00,160.0,60.96428666885053,14.0,8.0,19.25,106.92857333770105,53.46428666885053,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,158,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-06-10 00:00:00+00:00,2025-06-12 16:00:00+00:00,64.0,-24.70136856100204,14.0,8.0,-11.59,-64.40273712200408,-32.20136856100204,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,159,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-06-16 00:00:00+00:00,2025-06-18 16:00:00+00:00,64.0,-21.798491278140347,14.0,8.0,-10.55,-58.59698255628069,-29.298491278140347,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,160,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-06-23 00:00:00+00:00,2025-06-26 16:00:00+00:00,88.0,-14.460027032454516,14.0,8.0,-7.91,-43.92005406490903,-21.960027032454516,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,161,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-06-27 00:00:00+00:00,2025-06-30 16:00:00+00:00,88.0,63.82842757063129,14.0,8.0,20.28,112.65685514126258,56.32842757063129,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,162,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,long_perp_short_spot,2025-07-03 00:00:00+00:00,2025-07-07 16:00:00+00:00,112.0,40.26934059621699,14.0,8.0,11.8,65.53868119243398,32.76934059621699,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,163,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-07-09 00:00:00+00:00,2025-07-10 16:00:00+00:00,40.0,-19.895326301138766,14.0,8.0,-9.86,-54.79065260227753,-27.395326301138766,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,164,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-07-15 00:00:00+00:00,2025-07-16 16:00:00+00:00,40.0,-24.259743832404354,14.0,8.0,-11.43,-63.51948766480871,-31.759743832404354,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,165,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-07-22 00:00:00+00:00,2025-07-25 16:00:00+00:00,88.0,-22.889140276935922,14.0,8.0,-10.94,-60.778280553871845,-30.389140276935922,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
DEMO ONLY,Synthetic illustrative results,166,spread_zscore_1p5,Rule-Based Baseline,Rule-Based Baseline,strict,baseline,rule_based,classification,spread_zscore_1p5,test,short_perp_long_spot,2025-07-28 00:00:00+00:00,2025-07-31 16:00:00+00:00,88.0,54.151872763555495,14.0,8.0,16.79,93.30374552711099,46.651872763555495,20000.0,Small positive edge with visible pullbacks and only moderate signal frequency.
